,31.12.24,01.12.24,01.11.24,02.10.24,02.09.24,03.08.24,04.07.24,04.06.24,05.05.24,05.04.24,06.03.24,05.02.24,06.01.24,07.12.23,07.11.23,08.10.23,08.09.23,09.08.23,10.07.23,10.06.23,11.05.23,11.04.23,12.03.23,10.02.23,11.01.23,12.12.22,12.11.22,13.10.22,13.09.22,14.08.22,15.07.22,15.06.22,16.05.22,16.04.22,17.03.22,15.02.22,16.01.22,17.12.21,17.11.21,18.10.21,18.09.21,19.08.21,20.07.21,20.06.21,21.05.21,21.04.21,22.03.21,20.02.21,21.01.21,22.12.20,22.11.20,23.10.20,23.09.20,24.08.20,25.07.20,25.06.20,26.05.20,26.04.20,27.03.20,26.02.20,27.01.20,28.12.19,28.11.19,29.10.19,29.09.19,30.08.19,31.07.19,01.07.19,01.06.19,02.05.19,02.04.19,03.03.19,01.02.19,02.01.19,03.12.18,03.11.18,04.10.18,04.09.18,05.08.18,06.07.18,06.06.18,07.05.18,07.04.18,08.03.18,06.02.18,07.01.18,08.12.17,08.11.17,09.10.17,09.09.17,10.08.17,11.07.17,11.06.17,12.05.17,12.04.17,13.03.17,11.02.17,12.01.17,13.12.16,13.11.16,14.10.16,14.09.16,15.08.16,16.07.16,16.06.16,17.05.16,17.04.16,18.03.16,17.02.16,18.01.16,19.12.15,19.11.15,20.10.15,20.09.15,21.08.15,22.07.15,22.06.15,23.05.15,23.04.15,24.03.15,22.02.15,23.01.15,24.12.14,24.11.14,25.10.14,25.09.14,26.08.14,27.07.14,27.06.14,28.05.14,28.04.14,29.03.14,27.02.14,28.01.14,29.12.13,29.11.13,30.10.13,30.09.13,31.08.13,01.08.13,02.07.13,02.06.13,03.05.13,03.04.13,04.03.13,02.02.13,03.01.13,04.12.12,04.11.12,05.10.12,05.09.12,06.08.12,07.07.12,07.06.12,08.05.12,08.04.12,09.03.12,08.02.12,09.01.12,10.12.11,10.11.11,11.10.11,11.09.11,12.08.11,13.07.11,13.06.11,14.05.11,14.04.11,15.03.11,13.02.11,14.01.11,15.12.10,15.11.10,16.10.10,16.09.10,17.08.10,18.07.10,18.06.10,19.05.10,19.04.10,20.03.10,18.02.10,19.01.10
IQT46198713,71.5442,68.5725,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46215155,417.0685,410.5042,409.583,409.9572,409.6649,410.4526,409.9923,409.8334,409.9997,409.7937,409.5259,409.1208,409.6882,409.6024,409.9198,409.6399,409.2219,409.4125,409.5777,409.103,409.5788,409.5321,409.842,409.0885,409.6539,418.5161,415.7418,418.2164,415.8771,410.7421,410.64,411.8962,414.9147,412.1994,417.5215,417.2667,417.1658,419.6245,414.0507,415.5024,417.0413,416.8941,417.1761,419.2141,419.2788,419.3651,417.8519,416.9006,417.0135,417.2468,419.4725,419.5364,419.1975,417.3105,417.5165,417.0253,416.718,420.4948,415.4526,413.694,417.3574,413.2787,416.0368,415.4814,414.7789,417.6089,417.6353,417.399,418.6276,413.88,414.7269,413.3008,413.6211,417.9912,417.848,415.06,420.0948,415.6514,418.0161,415.1962,416.471,413.8655,414.1811,413.1536,412.5828,412.9737,411.8661,409.8902,410.7488,409.8245,409.8566,409.953,412.0421,410.4117,426.1602,494.316,410.374,410.4288,421.4767,411.9991,418.889,459.3121,474.859,460.8564,530.3054,499.5768,491.717,491.0158,440.1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46206320,65.1083,66.6,62.6821,61.4574,58.2737,59.8102,58.262,58.3444,58.7338,56.9154,57.2421,56.8133,55.556,55.7515,69.1413,58.736,56.8624,57,58.0563,55.9913,54.9298,53.295,54.1703,56,56,55.7123,54.0621,54.7073,55.8906,55.8876,56.8826,51.8629,51.4548,51.4281,50.9886,49.5052,48.9494,47.577,47.5004,47.5027,46.9491,50.1855,50,49.7581,49.3446,49.1164,49.1508,47.9781,48.3084,49.0559,49.2382,61.6657,59.25,53.035,55.012,56.2343,57.8533,59.6667,67.2691,40.7411,39.4333,40.199,39.7845,41.3333,42,37.5085,39.7163,41.321,49.4904,46.0182,45.4873,41.6676,42.3518,48.0334,41.8564,42.8116,42.8335,39.7526,39.6667,41.9451,40.5,40.7229,41.9911,42.1098,39.8093,39.1667,39.601,39.9636,40.137,38.1667,39.9092,40.37,40.2201,41.1218,43.6869,43,41.8476,42.8922,41.1987,41.1447,36.754,35.3552,35.3333,37.7232,34.6925,34.9489,35.4447,34.6614,35.5693,35.8084,33.235,31.3934,32.9274,30.4094,32.343,30.3754,30.5326,40.7567,41.5806,48.3104,55.2475,57.6506,56.7332,57.2604,58.5039,57.691,58.0681,52.9104,52.8057,59.3742,65.9135,74.2907,78.2384,75.437,73.0582,78.9611,88.3566,94.4888,94.267,91.9256,109.8032,99.8255,101.3155,112.5812,120.2215,116.7347,122.5592,146.3286,131.5909,123.3151,136.5263,136.4749,130.042,130.5086,117.1063,114.1933,121.0696,126.1607,139.317,140.6969,143.6952,139.7421,137.3122,127.8686,102.4233,98.1261,92.0718,97.4133,108.1131,120.4345,125.015,120.7395,128.8783,139.7706,146.3882,154.5956,159.514,169.8941,172.6271,185.7029,187.3924,167.952,161.7171
IQT46207150,73,33.0955,35.3977,34.5129,34.0271,40.2321,33.1158,34.005,34.3882,36.075,34.1998,36.4305,40.2731,53.5234,50.6918,52.8172,51.2415,52.4426,50.9768,55.3621,52.0625,65.1589,65.1838,65.1814,65.1793,65.1774,65.1758,65.169,65.2231,65.2335,65.2036,65.2643,65.2329,65.2625,65.2311,64.9962,65.0032,65.0157,65.0124,65.0179,65.0593,65.0783,65.0706,68.8972,68.8229,68.2953,66.8786,65.5863,65.5805,68.3736,69.4474,69.4474,68.9808,69.0382,69.504,70.4751,69.076,69.5521,69.0554,69.3379,69.3596,69.3835,69.3912,69.4322,69.3332,72.2786,69.4282,69.4546,68.9464,70.3854,70.3549,73.347,72.8907,73.3429,72.4739,71.985,71.4669,72.7765,73.4608,73.4495,75.4654,74.4809,72.2656,73.4585,72.4305,74.3468,74.3205,74.3016,74.2916,72.6373,72.6229,72.6859,72.8953,72.8565,72.7968,71.7304,72.6804,73.3764,75.4229,75.1419,75.1257,75.4849,74.8338,75.6792,75.0209,71.9649,71.5635,71.2258,70.8842,71.7467,71.4874,69.048,68.0812,67.1036,67.0314,67.2086,65.5743,66.6809,66.6922,69.4398,69.396,67.9842,65.6141,65.1392,65.1208,65.1724,65.1301,62.6431,68.372,57.5758,61.841,61.8487,61.4268,63.3464,63.0572,65.6119,65.6073,63.3676,64.8679,62.1947,62.851,62.6032,62.6948,60.5663,64.0318,64.1167,61.5807,58.8208,61.8675,59.0466,56.8121,59.5864,60.0769,54.0194,55.4853,58.4255,50.8691,63.1245,68.5177,72.7659,75.6794,83.4922,72.1154,64.9992,53.913,50.9723,45.5913,50.3282,46.9644,41.3407,46.0215,40.8516,55.3123,45.1396,54.1823,76.9003,77.3948,79.1854,79.2765,57.4641,46.5666,55.879,50.9055
IQT46193330,29.125,28.125,29.438,28.7993,25.6071,29.1313,25.8175,26.276,27.4775,27.4675,29.2413,32.0568,33.1181,30.3732,35.1894,40.4076,29.3928,26.1274,30.0347,32.0149,37.2208,36.7805,31.6974,28.3309,26.0278,27.4972,23.7873,30.9406,29.3563,26.1669,32.6235,35.1601,35.3247,28.5066,28.1063,27.8406,23.4171,22.3836,23.0088,24.8418,20.8333,22.8715,23.6067,24.3083,26.6209,27.6373,30.8259,22.7375,20.3633,21.1635,18.4621,18.9901,24.1144,16.75,18.6667,22.1899,23.277,20.5644,15.5,22.3095,17.0552,15.3259,16.8743,16.3982,21.1682,18.0572,18.196,19.1883,24.7974,21.8145,23.4137,23.1673,23.0752,33.9085,25.3721,23.9828,25.0264,21.125,18.7684,24.0576,21.32,20.8901,24.0323,19.7285,17.0725,13.7611,15.4715,16.4907,19.4378,22.8696,16.8952,15.3648,16.556,17.8811,18.786,18.446,19.0759,19.8863,19.9863,20.6117,20.0306,19.2812,18.6623,18.8333,24.9482,23.3968,17.7832,16.6415,20.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46217228,88.8891,86.7847,86.9825,87.303,86.5411,86.8622,86.6189,86.5647,85.0619,83.602,82.9822,83.0203,83.7573,82.9085,83.621,83.1793,81.7992,81.9058,81.8791,79.5094,78.1988,74.6596,79.0107,74.3953,77.0557,74.0307,77.7625,77.2593,75.98,76.098,74.6671,75.3496,76.0623,75.3681,72.4357,72.8486,72.6151,72.9061,72.9148,68.3877,69.4118,71.2581,73.5795,70.5121,69.5526,52.2101,50.6401,48.3084,49.1117,46.9178,40.9362,18.4364,17.7509,18.2143,24.5515,37.7214,20.1891,36.1942,38.7993,21.5416,26.8389,13.1875,6.1579,5.3323,4.1624,5.2383,2.3077,42.7912,52.2908,22.1516,41.5202,70.8429,71.3114,77.16,15.6202,15.5617,17.4838,25.8783,47.7151,13.4811,20.0531,12.4017,30.6447,38.9102,36.8835,35.0634,37.9299,48.2252,60.0818,70.5185,73.2948,73.1983,78.793,90.7601,91.5284,93.2307,93.7484,103.7792,105.7342,110.9803,119.7508,107.0671,105.9312,96.4785,111.6916,95.3578,99.7561,119.3976,131.888,177.4062,187.8467,197.4033,224.6618,249.8477,272.5945,280.3602,246.2894,247.0961,222.8723,220.77,204.906,210.5594,210.942,239.975,283.0654,317.0113,278.0613,253.4322,236.9279,222.4512,228.8021,246.7545,223.2777,252.562,226.4643,239.0027,241.9095,302.4437,316.3769,334.0582,370.1367,330.8492,328.6879,511.0783,434.1773,496.8096,505.7771,556.7593,537.1379,499.9963,517.287,505.5497,506.3001,588.6927,542.2415,457.7098,454.8257,436.2041,606.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46193836,63.877,63.7406,72.2163,71.3285,85.0901,73.4647,83.4896,88.476,82.0957,81.0868,81.224,97.71,113.0545,119.1374,113.9481,122.8183,108.9125,104.5465,108.5044,102.5116,111.9598,115.6291,117.4792,103.5174,114.6858,124.4781,128.6591,147.141,132.0433,124.0399,139.134,134.1375,123.4687,109.8252,105.4297,100.6515,79.2855,76.2244,70.8067,61.63,64.1673,69.6458,64.9263,63.5,71.6073,69.7035,67.7679,65.2449,62.7142,72.1291,63.3869,70.6105,70.6579,73.3167,82.7968,96.5416,102.6723,117.1695,116.8397,74.9625,70.7559,67.9202,76.1282,82.828,89.7311,79.6283,80.8716,79.7419,105.1021,75.8687,83.1658,84.3298,94.742,105.7035,98.6088,95.2003,89.1842,84.6813,83.7015,87.7902,84.1449,65.0745,65.2538,60.0555,59.0618,68.566,78.0997,79.4257,82.2083,89.2308,89.8854,91.2727,98.5753,110.6964,112.5321,105.5921,108.753,108.75,108.5898,109.5953,109.3271,100.6701,101.1667,104.3058,104.9952,108.5241,105.732,106.4112,120.8969,98.3442,92.3287,90.4672,93.896,76.9673,78.1166,74.5765,71.6663,71.5186,71.2702,71.5445,72.9573,76.9071,78.7302,77.8694,82.3821,75.4667,72.5504,73.4078,73.6583,73.254,79.6256,86.5998,96.9425,109.4302,105.6633,111.9653,114.96,118.0014,124.1389,118.0566,120.7718,101.121,104.4021,120.8622,122.4008,102.4324,95.0806,98.748,88.8351,87.6637,103.3764,99.2116,103.8327,103.5259,94.8269,97.2519,94.1741,96.436,103.3678,97.4263,98.4232,102.7254,94.9915,93.7559,80.026,79.0199,76.6953,79.3039,78.2641,73.9062,85.8052,89.753,116.0552,126.6536,122.1882,114.7512,92.948,86.1613,87.1207,73.7455,75.271,93.3139,80.0726
IQT46215826,87.9687,85.9146,92.1544,114.9293,108.8309,131.7007,100.553,123.7236,130.6375,145.0475,160.4855,191.9889,230.0578,228.3059,325.2166,340.8325,280.2889,275.5385,322.944,350.7099,465.0328,577.7706,498.7526,515.1116,659.6871,704.8671,760.2568,1115.4225,880.9596,948.5582,1515.9625,858.8751,589.4928,419.0205,453.2619,389.3673,370.3709,467.0477,352.9497,348.4866,374.2055,424.1603,399.2173,331.0998,375.8166,376.6076,501.3227,575.23,648.0408,708.4729,728.9899,1079.4005,1225.8626,1083.599,1243.1112,1931.2372,1585.9973,1552.3384,940.5107,136.8191,73.2147,52.4018,68.6868,83.8325,107.7146,88.521,83.9223,86.2582,103.3571,96.7927,104.0907,88.3523,95.3376,157.3705,129.1665,107.4047,84.0172,82.3491,88.1968,102.9441,97.8767,74.2887,70.376,62.3701,56.864,48.3454,49.5184,49.1869,47.5638,55.9773,57.832,66.996,67.4567,71.914,104.6603,105.0248,107.3838,132.4624,142.499,168.9791,205.5038,208.7114,194.1571,205.2787,205.9222,202.9577,192.0373,192.6596,251.3527,167.745,162.7425,153.7512,143.0572,139.8549,154.924,153.7033,164.6046,171.0531,178.9213,155.005,161.0994,154.4331,154.039,155.4072,183.1952,157.7681,140.3011,146.123,148.4008,145.9334,156.5411,145.7724,149.4059,164.6233,158.8645,165.7599,179.9738,233.4994,231.3822,219.3415,257.1464,214.511,192.5848,275.4337,235.213,252.3064,256.337,270.2943,307.4493,339.1086,485.9519,499.401,483.0191,514.8204,471.8469,480.323,494.5357,472.1675,526.3728,516.7122,511.2956,688.1298,622.4636,533.5059,349.2637,370.7424,297.6523,345.107,311.6755,248.8087,251.5892,260.1937,297.4743,394.2737,451.0333,484.2652,548.5249,452.7706,428.8859,328.8398,363.9469,427.4018,390.5562
IQT46214859,108.9924,92.4685,119.0573,100.2087,75.6614,124.0674,83.1281,87.1763,89.661,106.6458,101.4283,128.3871,128.8378,141.5802,195.2556,230.2264,183.0991,184.6673,203.6387,176.8153,222.2893,225.4007,262.916,248.8461,261.237,321.2413,336.7303,377.1789,288.6223,263.6966,342.7141,338.5357,307.1426,240.8046,248.1896,205.2568,154.7196,173.8854,181.4828,201.6925,157.1116,165.7932,179.9744,176.9657,181.9732,174.9346,190.9007,132.5588,134.2643,111.9991,105.305,129.5399,140.2188,172.4466,438.4035,260.5166,208.3208,217.2782,411.6351,151.7787,150.678,123.8981,129.0425,132.2146,144.1096,144.3145,130.5614,139.4162,202.4145,160.0432,154.1642,132.6628,166.7381,256.9053,178.2478,165.1875,123.2257,116.0974,130.3356,132.7631,135.6242,137.5541,141.5411,127.4385,102.407,78.1336,92.6325,90.4239,99.562,116.2674,113.9214,106.3006,103.8489,120.8883,145.7591,138.3956,138.3956,138.3956,138.3956,139.1765,139.1765,139.1765,139.1765,139.1765,122.0539,122.0539,122.0539,122.3382,145.3507,135.9633,126.2156,118.5356,126.9214,123.9327,139.9972,119.5835,120.0807,114.238,105.5959,109.9569,106.4022,133.8954,138.724,121.5267,132.2975,184.407,119.2889,132.1114,121.7593,130.8185,128.2386,121.6054,118.7587,136.3845,124.9375,131.7894,134.8408,154.8189,146.6339,135.0236,130.7769,120.9313,121.6828,157.5742,159.6826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46207710,65.6542,64.988,72.9991,78.16,77.7411,85.9466,77.3867,77.341,76.3032,81.6008,75.4041,89.4311,94.9312,96.6946,99.984,228.3165,219.1586,219.2305,219.2712,228.1401,228.268,228.3471,219.2284,219.296,219.3771,228.1216,228.2419,228.3145,219.1273,219.2093,219.2763,228.112,228.2562,228.3668,219.3628,219.442,219.5469,228.2299,228.3249,228.4355,219.2095,219.2761,219.3482,228.2452,228.3511,228.4575,224.8456,219.5188,219.5835,221.8006,228.3646,228.4632,227.6238,219.2917,219.3756,223.7471,228.3485,228.464,228.4447,219.4672,219.5146,219.7198,228.2771,228.3766,228.3806,219.2757,219.3299,219.43,228.2556,228.333,228.4144,219.5735,219.4015,219.4729,228.1865,228.2896,228.3818,219.1777,219.247,219.3109,228.1839,228.2797,228.3981,219.3739,219.4478,219.5584,228.2133,228.3221,228.4205,219.2241,219.2832,86.9892,82.4102,90.1603,151.1842,327.1737,327.1737,327.1737,327.1737,327.1737,327.1737,327.1737,327.1737,343.8673,393.1885,410.7023,145.6423,132.6519,156.8197,160.5876,142.8762,124.8871,101.4689,116.4132,129.7957,113.5337,98.7167,96.3911,93.7226,92.9321,93.9745,112.732,106.8435,107.2464,127.8876,116.154,109.8608,109.4955,105.7467,116.8314,110.8449,118.6707,124.7136,138.9495,114.8549,118.6864,130.367,121.4914,115.4526,135.249,135.9304,134.1552,147.6378,180.5922,171.9491,169.0507,129.0118,189.7489,235.3692,177.7293,175.2973,176.5328,202.7497,222.1326,161.9961,178.7594,169.3901,180.6673,193.9499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT313307182,61.2697,60.0013,63.6832,65.8682,63.5946,68.7779,62.8402,64.1665,64.6375,66.5281,67.3555,74.0447,77.3346,84.787,98.8582,101.1439,86.8012,93.2176,97.2313,103.935,106.1894,70.1648,70.1978,70.2,70.2,70.2,70.2,70.1498,69.7,70.0499,69.7,69.3,69.2,69.2,69.2,69.2,69.2,69.2,69.2012,69.2004,69.2,69.2,69.2,69.2,69.2,69.25,69.25,69.25,69.25,69.2,69.1,68.7186,68.2,68.2,68.2,68.2,68.2531,68.2,68.2,68.2001,68.2496,68.2111,68.3809,68.3629,68.376,68.4841,68.6784,68.6742,69.2229,69.1647,68.885,68.4021,68.4341,68.5628,69.3812,69.0233,68.8529,68.6609,68.4131,68.3953,69.4119,69.2148,69.1154,68.541,68.7069,68.9522,69.9714,69.9697,69.9653,69.9486,69.747,70.1398,73.4153,73.557,73.0412,71.7929,71.8605,72.2932,72.8967,72.6146,73.207,72.529,73.5082,74.9998,75.6894,78.9183,81.7589,80.811,80.6757,81.4338,84.3421,85.8228,85.8518,84.8256,82.847,84.8161,84.2007,84.6949,80.3315,80.4251,78.3698,78.745,79.6816,79.5867,81.4011,81.508,82.2214,86.9879,86.3434,85.632,86.8501,88.6781,89.5958,95.2256,91.1989,155.5691,139.8731,141.0343,139.6886,138.9231,135.3598,130.853,142.8072,145.4325,140.2469,134.8581,139.5083,144.2288,141.4786,138.5017,138.7524,139.868,140.2029,141.9479,141.4732,140.9882,140.5627,145.7639,144.4761,127.4488,121.1022,121.3943,118.6903,117.848,101.2478,106.6548,108.9503,101.1536,129.0846,119.3789,109.9471,110.4553,252.5558,158.6692,144.6693,130.4757,120.4222,118.8312,110.01,110.0365,112.5644,113.5284,114.3835
IQT46195349,31.9887,33.789,30.4513,31.9679,27.6333,34.9528,32.9094,30.4376,30.7725,29.171,26.178,26.9461,31.2742,33.4082,37.1669,42.7529,37.8748,40.8265,44.6274,45.5641,46.5707,44.7139,49.1842,48.2503,49.4521,52.7862,53.3727,71.858,52.9301,42.5402,57.0928,49.2366,44.0147,38.293,30.1099,38.1552,31.9985,32.0834,30.3165,30.3038,27.0535,27.6472,29.4271,29.0138,30.2802,29.9971,37.7,28.8972,27.9499,30.4999,21.1579,20.5,22.7699,14.5,15.9667,21.1489,16.2857,16.5206,33.6336,24.7516,24.3352,27.1138,33.563,29,28.1607,19.7171,23.0621,27.5385,37.3884,34.3751,37.1293,30.3496,42.6389,41.0679,34.8574,32.9244,29.1998,32.8831,32.1809,41.5882,36.9283,31.3319,32.6118,29.04,29.6904,31.7034,33.1384,31.8642,36.875,35.0742,37.7509,36.5754,40.4445,42.5589,49.1962,53.3193,55.6753,53.7307,53.1814,49.4593,49.0954,42.6512,38.7743,44.7906,49.5075,40.9157,37.6521,36.0629,45.6889,43.2778,38.3091,35.2974,41.1488,38.9225,41.4648,37.3343,37.9642,29.6315,27.6735,25.2006,27.2622,28.3655,30.8039,32.784,35.2833,35.415,34.5188,32.7329,32.2885,36.1338,32.3791,42.3651,42.9288,47.0236,47.8206,46.296,48.6417,53.9284,53.7991,54.099,56.9697,51.9662,52.2548,61.4622,64.5832,64.7159,51.7058,53.9333,58.3059,60.1623,60.3737,65.535,72.3819,66.7064,59.5805,53.641,55.8741,54.6976,55.8678,54.7363,58.8086,61.7037,62.151,57.5735,48.3191,47.8023,45.5583,46.4743,47.6719,46.1324,49.9243,49.4911,54.9714,53.1483,65.8098,63.1936,58.9469,50.8931,50.0946,46.3903,46.2504,50.6997,45.1346
IQT46206085,69.96,69.96,69.96,69.96,69.99,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46194102,22.9662,22.3277,24.7026,23.663,22.4111,28.6854,24.9286,22.6225,21.8998,21.8363,23.2498,25.5829,27.1729,26.6014,33.2073,36.701,31.5373,32.4079,31.8046,31.6851,37.1063,35.825,33.1207,29.5891,23.3333,28.9283,28.1323,30.5909,29.1849,28.4999,30.1371,35.0247,34.089,29.0872,28.4199,29.5144,26.685,26.25,26.0278,24.5101,20.5,21.9093,23.0795,22.625,24.9949,26.6626,29.6874,24.7443,24.0045,23.8437,20.2164,19.7379,20.6416,12.125,14.8334,14.0003,13.5625,17.25,16.8119,24.5276,19.373,17.9435,18.1862,17.5937,24.1954,20.4542,19.4094,18.9171,29.5263,26.662,28.8357,29.1049,33.2516,47.565,36.2385,34.7867,35.2022,27.25,23.5099,31.4667,28.1292,27.6633,28.6351,22.8365,22.0424,15.3048,20.5,23.7883,26.7888,34.007,21.3222,21.1902,23.0229,25.7455,29.4097,28.0495,32.9434,35.2726,36.8419,41.0618,43.1028,39.3501,37.5572,36.25,45.1647,39.6296,32.7186,27.7075,34.3473,24.0197,18.079,18.886,19.6062,29.1317,33.3952,34.2837,33.4383,29.4842,28.3248,26.7275,25.0735,22.1947,23.3679,25.4982,27.3478,31.7308,29.3544,29.8937,28.191,32.6925,33.697,35.5706,35.304,39.1119,34.8915,37.4006,39.5669,46.3753,50.145,46.096,51.4603,44.3939,43.0477,53.6596,58.4374,61.6451,67.0489,78.8922,73.2785,70.2031,85.1668,86.9506,103.6491,110.1454,85.6956,79.5975,71.15,73.735,98.6681,107.7958,125.4648,135.5097,143.0478,137.0831,109.6597,100.4844,85.7779,97.4066,103.2318,96.5574,93.5096,89.292,75.7852,87.7748,107.8141,114.8089,105.3514,87.3533,88.7706,67.4348,69.0256,74.1728,71.5732
IQT46199685,66.5581,64.6321,70.7313,70.3907,70.1777,71.3036,64.3438,66.5154,64.5895,67.9696,13.4403,13.4334,13.4452,13.4213,13.468,13.8656,50.4567,50.4505,50.4687,50.4595,50.4674,50.6071,50.4421,50.0118,49.9651,49.9791,50.0057,49.9976,50.0172,50.0151,49.9956,50.0571,49.9825,49.9768,50.3317,49.9932,50.0089,50.0169,50.0199,50.023,50.022,50.0247,50.0468,50.0269,50.0229,50.0196,50.0157,50.0123,50.0181,50.0931,50.0217,100,100.9329,100.0154,100.0002,99.9808,100,100,100.5453,100.01,100.0204,100.0106,100,99.4786,94.1288,92.666,89.263,93.4694,115.5944,100.4204,108.3708,101.3896,116.7543,147.9805,125.5395,113.9845,100.3601,97.672,95.8743,106.8377,99.8771,98.378,102.2474,97.6029,87.0353,82.2594,91.0606,93.3737,94.197,97.8038,123.8765,123.1758,123.1813,122.9478,122.9379,123.2656,123.2638,123.2649,121.3963,120.2676,120.7566,119.5353,118.5559,118.8458,120.3882,120.2422,120.0936,120.925,119.0459,114.7331,114.6269,119.5883,126.0639,123.6409,124.0683,126.1711,111.3929,104.9257,99.7848,97.3997,87.3559,85.7265,80.5393,81.5242,81.694,83.9677,73.3834,75.0266,74.9268,72.1473,78.1089,79.6898,80.3623,80.1768,79.4543,82.0186,81.6477,79.1384,87.4929,83.1569,91.1151,97.1335,92.95,95.6767,99.5982,97.1188,98.1422,101.3875,98.3768,102.0835,113.2744,123.4351,124.2284,132.3124,123.8258,123.6106,133.285,138.1912,172.6556,178.6505,176.6771,217.8966,172.6912,148.6587,101.2968,109.9303,95.8338,94.2171,95.8406,82.4753,108.9308,113.4878,112.4227,118.4115,132.8663,131.7261,137.678,154.7874,137.411,117.5439,160.0124,175.2045,144.9562
IQT46197481,65.2461,61.1188,65.9044,73.0372,69.2957,75.3698,70.9855,63.3512,66.2113,72.9779,78.5819,73.8948,72.0893,76.9536,82.0248,78.3435,65.5561,63.7082,66.518,72.3222,85.6904,70.8343,73.1886,65.8322,75.8174,89.3386,114.967,150.2429,113.1183,97.4649,136.7154,144.8292,143.9053,122.6649,112.4697,84.207,64.4301,68.5902,68.3361,64.1381,59.4003,69.5528,70.3009,51.8917,69.3773,79.7063,71.3325,46,50.0925,65.2176,60.2987,49.6522,43,73.8273,139.5278,167.7043,166.5577,173.8213,160.5648,77.5672,65.5434,65.5032,70.8491,96.4919,102.8305,89.8269,84.1416,84.5943,87.4821,88.868,93.1507,86.9246,90.5581,99.8101,96.156,83.7035,73.401,68.6181,68.5641,69.0139,66.6045,68.6254,75.047,71.1508,73.0991,75.0269,76.9795,76.0542,77.4848,80.7351,80.3619,81.952,82.2357,82.6527,82.5616,82.0981,84.4478,92.7558,96.7682,95.2167,97.5595,89.2504,89.8848,88.5967,88.2043,87.8963,82.2609,88.7813,148.2186,125.8268,115.9447,112.1219,128.5043,103.8645,101.5193,75.9947,63.232,60.8037,59.9183,61.0042,59.1434,58.8502,52.7448,54.3219,62.294,56.9768,53.7477,53.8479,52.7173,56.5114,57.9415,63.478,63.8902,61.5986,56.6654,60.8658,69.2552,79.0509,85.7499,87.575,95.7442,93.8557,101.2012,101.4573,99.4814,99.836,103.5049,121.1207,130.5808,113.7968,134.8415,149.4063,138.5147,119.2368,106.5633,105.6199,107.8074,119.5009,147.1388,134.8311,140.7037,165.1732,155.9744,128.3842,95.4309,88.9539,76.2599,82.3975,86.0726,72.288,80.0999,89.7532,94.0326,114.9281,107.7698,111.2194,117.6043,120.9516,105.2054,79.9109,87.7573,105.0552,102.1537
